uo,Nome,ua,Nome,programa,Nome,acao,Nome,subacao,Nome,unidade_medida,Produto,qtde_prevista,Executado,justificativa,descricao_restricao,eficacia
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,3,Adequação dos Espaços Escolares (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,3,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,20
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,4,Contratação de Apoio Administrativo (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,5,Subvenção Regular para Complementação da Merenda (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,169,Gestão da Política de Educação Infantil,2542,Administração da Educação Infantil,1,Administração da Educação Infantil (META NÃO CUMULATIVA),Pessoa,Aluno atendido,5947,5409,A flutuação de demanda por vagas gerou alteração no quantitativo de crianças atendidas em relação à meta estabelecida.,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"90,953"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,169,Gestão da Política de Educação Infantil,2542,Administração da Educação Infantil,3,Parcerias com Instituições de Educação Infantil (META NÃO CUMULATIVA),Pessoa,Aluno atendido,2667,2637,A flutuação de demanda por vagas gerou alteração no quantitativo de crianças atendidas em relação à meta estabelecida.,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"98,875"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,169,Gestão da Política de Educação Infantil,2542,Administração da Educação Infantil,4,Fornecimento de Kits Escolares,Pessoa,Aluno matriculado,8614,8302,A efetivação da matrícula não correspondeu à estimativa do atendimento previsto.,Administrativas e/ou Gerenciais,"96,378"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,32,32,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,32,32,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,3,Adequação dos Espaços Escolares (META NÃO CUMULATIVA),Unidade,Escola contemplada,32,6,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,"18,75"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,4,Contratação de Apoio Administrativo (META NÃO CUMULATIVA),Unidade,Escola contemplada,32,32,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,5,Subvenção Regular para Complementação da Merenda (META NÃO CUMULATIVA),Unidade,Escola contemplada,32,32,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,1,Promoção da Escolarização com Práticas Pedagógicas Inclusivas e Acessibilidade (META NÃO CUMULATIVA),Pessoa,Aluno atendido,806,800,A meta não foi atingida porque o quantitativo de estudantes matriculados com perfil de necessidade do profissional de apoio à inclusão nesta regional foi abaixo do previsto. ,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"99,256"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,2,Transporte Escolar Acessível (META NÃO CUMULATIVA),Pessoa,Aluno atendido,53,84,O Transporte Escolar Acessível atende por demanda das famílias. A demanda real de 2018 foi superior à meta projetada e foi atendida em 100%. O atendimento à demanda superior à meta não acarretou aumento dos custos.,,"158,491"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,4,Fornecimento de Kits Escolares (META NÃO CUMULATIVA),Unidade,Material distribuído,806,0,"Não há kit específico para os estudantes com deficiência. Eles foram contemplados no quantitativo da distribuição dos kits da Educação Infantil e Ensino Fundamental. Prara 2019, já foi excluída a Sub-Ação.",Administrativas e/ou Gerenciais,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,5,Parcerias com Instituições da Sociedade Civil (META NÃO CUMULATIVA),Pessoa,Aluno atendido,806,0,As parcerias não se efetivaram. porque houve uma outra opção gerencial para execução desta ação,Administrativas e/ou Gerenciais,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,32,31,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica.",Orçamentárias e/ou financeiras,"96,875"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,18,18,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,32,32,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,18,16,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,"88,889"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,3,Adequação dos Espaços Escolares (META NÃO CUMULATIVA),Unidade,Escola contemplada,32,25,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,"78,125"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,4,Contratação de Apoio Administrativo (META NÃO CUMULATIVA),Unidade,Escola contemplada,32,32,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,5,Subvenção Regular para Complementação da Merenda (META NÃO CUMULATIVA),Unidade,Escola contemplada,32,29,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica.",Orçamentárias e/ou financeiras,"90,625"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,6,Orçamento Participativo da Criança e Adolescente - OPCA (META NÃO CUMULATIVA),Unidade,Escola contemplada,3,0,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,1,Administração do Ensino Fundamental (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,19650,19591,As alterações nos quantitativos são decorrentes dos acertos na movimentação escolar relativas a alunos que foram afastados por abandono ou solicitação de transferência,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"99,7"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,2,Administração da Educação de Jovens e Adultos (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,2254,2003,As alterações nos quantitativos são decorrentes dos acertos na movimentação escolar relativas a alunos que foram afastados por abandono ou solicitação de transferência,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"88,864"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,3,Fornecimento de Kits Escolares  (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,19650,22130,O número de matriculados na rede foi superior à meta estimada.,,"112,621"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,3,Fornecimento de Kits Escolares  (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,2254,1875,O número de matriculados na rede foi inferior à meta estimada.,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"83,185"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,5,Transporte Escolar (META NÃO CUMULATIVA),Pessoa,Aluno beneficiado,163,160,"A redução do atendimento em relação à meta deve-se ao fato das regionais matricularem, em maior número, os alunos em escolas mais próximas de suas residencias. Devem ser consideradas também possíveis transferências e/ou infrequência",Alterações de demanda em relação aos produtos ou serviços ofertados à população,"98,16"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,6,Parcerias com Instituições da Sociedade Civil (META NÃO CUMULATIVA),Pessoa,Aluno beneficiado,19650,0,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,1,Atendimento do Projeto Escola Integrada (META NÃO CUMULATIVA),Unidade,vaga ofertada,8113,8670,"Houve ampliação do atendimento, porque as  escolas acolheram a demanda das famílias, considerando a utilização de espaços dentro do próprio ambiente escolar, não causando impactos no planejamento financeiro.",,"106,866"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,4,Projeto Escola Aberta,Pessoa,Participações,159629,298619,"O atendimento pelo Programa Escola Aberta pauta-se pela livre adesão e participação da comunidade,não havendo exigência de frequência nas atividades ofertadas,o que justifica a oscilação que pode ser observada em relação ao número de participações.",,"187,071"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,6,Projeto Escola nas Férias (META NÃO CUMULATIVA),Pessoa,Participações,13917,8335,"O projeto é desenvolvido a partir da adesão pelas escolas.Algumas não se interessaram.Outras,no período de janeiro e julho,passaram por readequações na rede física.Tais fatos alteraram o quantitativo de participações em relação a meta inicial.",Administrativas e/ou Gerenciais,"59,891"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,7,Projeto BH para Crianças,Pessoa,Participações,60000,83423,O planejamento de atividades pedagógicas fora do ambiente escolar é realizado considerando os projetos educativos da Secretaria e da Política de Educação Integral.A diversidade de possibilidades motiva as escolas na adesão gerando superação da meta.,,"139,038"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,14,17,A superação da meta deve-se ao fato do repasse para as escolas de Ensino Fundamental que possuem o atendimento à Educação Infantil.,,"121,429"
